Изображение,Лямбда,Сигма,Метрика 1,Мера Жаккара
person1.jpg,0,50,0.4,0.4
person1.jpg,0.5,50,0.42,0.4
person1.jpg,1,50,0.58,0.49
person1.jpg,5,50,0.47,43
person1.jpg,10,50,0.41,0.45
person1.jpg,30,50,0.49,0.4
person1.jpg,50,50,0.49,0.38
person1.jpg,100,50,0.46,0.4
person1.jpg,1,0.5,0.45,0.38
person1.jpg,1,1,0.61,0.42
person1.jpg,1,5,0.54,0.48
person1.jpg,1,12,0.44,0.44
person1.jpg,1,25,0.57,0.51
person1.jpg,1,50,0.48,0.43
person1.jpg,1,100,0.63,0.44


