Изображение,Лямбда,Сигма,Метрика 1,Мера Жаккара
elefant.jpg,1,0.5,0.91,0.83
elefant.jpg,1,1,0.91,0.83
elefant.jpg,1,15,0.91,0.82
elefant.jpg,1,25,0.91,0.83
elefant.jpg,1,50,0.91,0.82
elefant.jpg,1,100,0.91,0.83
elefant.jpg,0,60,0.4,0.36
elefant.jpg,0.5,60,0.91,0.81
elefant.jpg,1,60,0.89,0.75
elefant.jpg,10,60,0.81,0.53
elefant.jpg,30,60,0.83,0.58
